puesto_id,familia,puesto,alias_busqueda,tipo_perfil,nivel_evaluado,preparacion_estimada_pct,lectura,incorporacion,fundamentos_0a4,tareas_0a4,herramientas_0a4,practica_operativa_0a4,colaboracion_0a4,puntaje_sin_tope_pct,tope_experiencia_pct,materias_ids,materias,aporte_curricular,brechas_prioritarias,por_que_porcentaje,evidencia_practica_a_validar,fuentes_ids,fuentes_web,paginas_programa,certeza,aporte_optativo,mercado,fecha_corte,fuentes_anuncios_ids,base_laboral,materias_transversales_ids,practica_profesionalizante,evaluacion
R243,"Arquitectura, liderazgo e investigación avanzada",Arquitecto empresarial,Enterprise Architect,Ocupación,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,2,1,0,0,2,23.75,25,DSO080;DSO140;DSO200;DSO040,Fundamentos de Análisis de Sistemas; Emprendedurismo; Diseño de Software; Taller de Tecnología,"Organización, análisis y diseño ofrecen nociones iniciales","Estrategia, portafolio, capacidades de negocio y transformación organizacional","Organización, análisis y diseño ofrecen nociones iniciales. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Estrategia, portafolio, capacidades de negocio y transformación organizacional. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Hoja de ruta empresarial sustentada en capacidades y dependencias,P2;SFIA;LEVEL;IIBA,https://sfia-online.org/en/the-sfia-framework ; https://sfia-online.org/en/about-sfia/how-sfia-works ; https://www.iiba.org/knowledgehub/the-business-analysis-standard/,DSO080: 33-34; DSO140: 49-50; DSO200: 35-36; DSO040: 28-29,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R237,"Arquitectura, liderazgo e investigación avanzada",Desarrollador senior,Senior Software Engineer,Nivel de responsabilidad,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,3,2,2,1,2,51.25,25,DSO250;DSO200;DSO240;DSO260;DSO080,Programación Orientada a Objetos; Diseño de Software; Metodología y Testing; Computación en la Nube; Fundamentos de Análisis de Sistemas,La carrera aporta construcción y diseño de software,"Autonomía sostenida, decisiones complejas, impacto y experiencia en producción","La carrera aporta construcción y diseño de software. La valoración de tareas es 2/4 y la de herramientas 2/4 porque resta: Autonomía sostenida, decisiones complejas, impacto y experiencia en producción. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Historial de sistemas mantenidos y decisiones con resultados medidos,P2;DEV;LEVEL,https://www.onetonline.org/link/summary/15-1252.00 ; https://sfia-online.org/en/about-sfia/how-sfia-works,DSO250: 46; DSO200: 35-36; DSO240: 44-45; DSO260: 47-48; DSO080: 33-34,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R244,"Arquitectura, liderazgo e investigación avanzada",Gerente de ingeniería,Engineering Manager; Software Development Manager,Ocupación,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,2,1,1,0,1,26.25,25,DSO270;DSO030;DSO140;DSO040;DSO240,Técnicas Laborales para el Desarrollo de Software; Desarrollo del Pensamiento y Desempeño de Roles; Emprendedurismo; Taller de Tecnología; Metodología y Testing,Trabajo en equipo y planificación aportan fundamentos,"Gestión de personas, contratación, desempeño, presupuesto y entrega sostenida","Trabajo en equipo y planificación aportan fundamentos. La valoración de tareas es 1/4 y la de herramientas 1/4 porque resta: Gestión de personas, contratación, desempeño, presupuesto y entrega sostenida. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Historial de desarrollo de equipos y resultados de entrega,P2;LEVEL;PM;SFIA,https://sfia-online.org/en/about-sfia/how-sfia-works ; https://www.onetonline.org/link/summary/15-1299.09 ; https://sfia-online.org/en/the-sfia-framework,DSO270: 29-30; DSO030: 26-28; DSO140: 49-50; DSO040: 28-29; DSO240: 44-45,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO160;DSO170,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R246,"Arquitectura, liderazgo e investigación avanzada",Gerente de proyectos IT,IT Project Manager; IT Program Manager,Ocupación,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,2,2,1,0,2,37.5,25,DSO040;DSO240;DSO140;DSO270;DSO080,Taller de Tecnología; Metodología y Testing; Emprendedurismo; Técnicas Laborales para el Desarrollo de Software; Fundamentos de Análisis de Sistemas,"Metodologías, estimación y organización aportan base","Gestión integral de alcance, costos, riesgos, contratos y entrega real","Metodologías, estimación y organización aportan base. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Gestión integral de alcance, costos, riesgos, contratos y entrega real. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Proyecto entregado con evidencia de gestión y resultados,P2;PM;LEVEL,https://www.onetonline.org/link/summary/15-1299.09 ; https://sfia-online.org/en/about-sfia/how-sfia-works,DSO040: 28-29; DSO240: 44-45; DSO140: 49-50; DSO270: 29-30; DSO080: 33-34,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R238,"Arquitectura, liderazgo e investigación avanzada",Líder técnico,Tech Lead; Technical Lead,Nivel de responsabilidad,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,3,1,1,0,2,33.75,25,DSO200;DSO250;DSO240;DSO270;DSO030,Diseño de Software; Programación Orientada a Objetos; Metodología y Testing; Técnicas Laborales para el Desarrollo de Software; Desarrollo del Pensamiento y Desempeño de Roles,"Diseño, programación y trabajo de equipo aportan fundamentos","Dirección técnica, mentoring, coordinación, decisiones y experiencia real","Diseño, programación y trabajo de equipo aportan fundamentos. La valoración de tareas es 1/4 y la de herramientas 1/4 porque resta: Dirección técnica, mentoring, coordinación, decisiones y experiencia real. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Evidencia de liderazgo técnico y resolución de compromisos de diseño,P2;LEVEL;SFIA,https://sfia-online.org/en/about-sfia/how-sfia-works ; https://sfia-online.org/en/the-sfia-framework,DSO200: 35-36; DSO250: 46; DSO240: 44-45; DSO270: 29-30; DSO030: 26-28,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO160;DSO170,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R172,Ciberseguridad,Analista de inteligencia de amenazas,Cyber Threat Intelligence Analyst; CTI Analyst,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO260;DSO220;DSO010;DSO150,Computación en la Nube; Redes y Sistemas Distribuidos; Comprensión y Producción de Textos; Legislación de las TIC,"Seguridad, redes y redacción aportan base indirecta","Fuentes, análisis de actores, evaluación de confianza y productos de inteligencia","Seguridad, redes y redacción aportan base indirecta. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Fuentes, análisis de actores, evaluación de confianza y productos de inteligencia. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.","Informe con fuentes, hipótesis, confianza y recomendaciones operativas",P2;NICE,https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started,DSO260: 47-48; DSO220: 42-43; DSO010: 23-25; DSO150: 51,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R174,Ciberseguridad,Analista de malware,Malware Analyst; Reverse Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO090;DSO100;DSO130;DSO260,Arquitectura de Hardware Computacional; Introducción a los Sistemas Operativos; Programación Estructurada; Computación en la Nube,Arquitectura y programación dan nociones iniciales,"Ensamblador, binarios, depuradores, desensamblado y análisis aislado","Arquitectura y programación dan nociones iniciales. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Ensamblador, binarios, depuradores, desensamblado y análisis aislado. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Análisis de una muestra educativa con comportamiento y evidencias,P2;FOREN;NICE,https://www.onetonline.org/link/summary/15-1299.06 ; https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started,DSO090: 36-37; DSO100: 37-38; DSO130: 45-46; DSO260: 47-48,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R173,Ciberseguridad,Analista forense digital,Digital Forensics Analyst,Ocupación,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO100;DSO210;DSO090;DSO150;DSO260,Introducción a los Sistemas Operativos; Sistemas Operativos Aplicados; Arquitectura de Hardware Computacional; Legislación de las TIC; Computación en la Nube,"Archivos, sistemas y nociones jurídicas aportan base","Adquisición forense, herramientas, preservación, cadena de custodia y análisis","Archivos, sistemas y nociones jurídicas aportan base. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Adquisición forense, herramientas, preservación, cadena de custodia y análisis. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Caso de laboratorio con adquisición verificable y hallazgos reproducibles,P2;FOREN;NICE,https://www.onetonline.org/link/summary/15-1299.06 ; https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started,DSO100: 37-38; DSO210: 40-42; DSO090: 36-37; DSO150: 51; DSO260: 47-48,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R180,Ciberseguridad,Auditor de sistemas de información,IT Auditor; Information Systems Auditor,Ocupación,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO150;DSO210;DSO120;DSO140;DSO240,Legislación de las TIC; Sistemas Operativos Aplicados; Base de Datos Relacionales; Emprendedurismo; Metodología y Testing,"Comprende sistemas, controles y validación básica","Metodología de auditoría, muestreo, independencia y evaluación de controles","Comprende sistemas, controles y validación básica. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Metodología de auditoría, muestreo, independencia y evaluación de controles. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Plan de auditoría acotado con evidencia y hallazgos sustentados,P2;NICE;SYS,https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started ; https://www.onetonline.org/link/summary/15-1244.00,DSO150: 51; DSO210: 40-42; DSO120: 38-40; DSO140: 49-50; DSO240: 44-45,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R184,Ciberseguridad,Especialista en seguridad OT/ICS,OT Security Analyst; Industrial Cybersecurity Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO090;DSO220;DSO260,Arquitectura de Hardware Computacional; Redes y Sistemas Distribuidos; Computación en la Nube,"Interfaces industriales, redes y seguridad dan base distante","Procesos industriales, protocolos OT, seguridad funcional y monitoreo específico","Interfaces industriales, redes y seguridad dan base distante. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Procesos industriales, protocolos OT, seguridad funcional y monitoreo específico. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Inventario y evaluación de una red OT simulada sin afectar control,P2;NICE;HW,https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started ; https://www.onetonline.org/link/summary/17-2061.00,DSO090: 36-37; DSO220: 42-43; DSO260: 47-48,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R186,Ciberseguridad,Especialista en seguridad de IA,AI Security Engineer; AI Red Teamer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO260;DSO190;DSO240;DSO150,Computación en la Nube; Ciencia de Datos Aplicada; Metodología y Testing; Legislación de las TIC,Seguridad de software y nociones de IA aportan una base indirecta,"Modelos de amenaza IA, prompt injection, evaluación adversaria y protección de datos","Seguridad de software y nociones de IA aportan una base indirecta. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Modelos de amenaza IA, prompt injection, evaluación adversaria y protección de datos. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Pruebas adversarias de un sistema IA acotado con controles y evaluación,P2;NICE;ML;ASVS,https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started ; https://cloud.google.com/learn/certification/machine-learning-engineer ; https://owasp.github.io/www-project-application-security-verification-standard/,DSO260: 47-48; DSO190: 34-35; DSO240: 44-45; DSO150: 51,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R170,Ciberseguridad,Operador red team,Red Team Operator,Especialización,Experiencia avanzada,25,Base inicial; formación adicional amplia,No es salida directa de egreso: requiere trayectoria y responsabilidad demostradas,2,1,0,0,2,23.75,25,DSO220;DSO210;DSO260,Redes y Sistemas Distribuidos; Sistemas Operativos Aplicados; Computación en la Nube,Sistemas y seguridad dan una base distante,"Operaciones adversarias, evasión, infraestructura, objetivos y experiencia ofensiva","Sistemas y seguridad dan una base distante. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Operaciones adversarias, evasión, infraestructura, objetivos y experiencia ofensiva. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil. Se aplica un techo de 25% por exigir experiencia avanzada; las bases no sustituyen esa trayectoria.",Ejercicio controlado con reglas de enfrentamiento y debriefing,P2;PENT;NICE,https://www.onetonline.org/link/summary/15-1299.04 ; https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started,DSO220: 42-43; DSO210: 40-42; DSO260: 47-48,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R015,Desarrollo de software,Desarrollador Rust,Rust Developer; Systems Rust Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,3,26.25,100,DSO130;DSO100;DSO090;DSO250,Programación Estructurada; Introducción a los Sistemas Operativos; Arquitectura de Hardware Computacional; Programación Orientada a Objetos,Algoritmos y conceptos de memoria ayudan a comprender sistemas,"Ownership, borrowing, lifetimes, unsafe, cargo y programación de sistemas práctica","Algoritmos y conceptos de memoria ayudan a comprender sistemas. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Ownership, borrowing, lifetimes, unsafe, cargo y programación de sistemas práctica. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Utilidad Rust que procese archivos con errores y pruebas de memoria segura,P2;DEV;SYS,https://www.onetonline.org/link/summary/15-1252.00 ; https://www.onetonline.org/link/summary/15-1244.00,DSO130: 45-46; DSO100: 37-38; DSO090: 36-37; DSO250: 46,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R121,Ingeniería de datos e inteligencia artificial,Especialista en gobierno de IA,AI Governance Analyst; Responsible AI Analyst,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO150;DSO190;DSO080;DSO240,Legislación de las TIC; Ciencia de Datos Aplicada; Fundamentos de Análisis de Sistemas; Metodología y Testing,"Privacidad, análisis y validación ofrecen base inicial","Marcos de riesgo de IA, evaluación de impacto, gobernanza y regulación aplicable","Privacidad, análisis y validación ofrecen base inicial. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Marcos de riesgo de IA, evaluación de impacto, gobernanza y regulación aplicable. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.","Inventario de un sistema IA con riesgos, evidencias y responsables",P2;ML;NICE,https://cloud.google.com/learn/certification/machine-learning-engineer ; https://www.nist.gov/itl/applied-cybersecurity/nice/nice-framework-resource-center/getting-started,DSO150: 51; DSO190: 34-35; DSO080: 33-34; DSO240: 44-45,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R115,Ingeniería de datos e inteligencia artificial,Especialista en prompts,Prompt Engineer; AI Conversation Specialist,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO010;DSO080;DSO190;DSO240,Comprensión y Producción de Textos; Fundamentos de Análisis de Sistemas; Ciencia de Datos Aplicada; Metodología y Testing,"Comunicación, formulación de requisitos y evaluación aportan base indirecta","Comportamiento de modelos, diseño de evaluaciones, datasets y dominio del caso","Comunicación, formulación de requisitos y evaluación aportan base indirecta. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Comportamiento de modelos, diseño de evaluaciones, datasets y dominio del caso. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Comparar instrucciones con un conjunto de pruebas y criterios reproducibles,P2;ML,https://cloud.google.com/learn/certification/machine-learning-engineer,DSO010: 23-25; DSO080: 33-34; DSO190: 34-35; DSO240: 44-45,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R120,Ingeniería de datos e inteligencia artificial,Ingeniero de aprendizaje profundo,Deep Learning Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO190;DSO060;DSO050;DSO130,Ciencia de Datos Aplicada; Álgebra y Estadística; Lógica Matemática; Programación Estructurada,Álgebra y aprendizaje introductorio son puntos de partida,"Cálculo, optimización, redes neuronales, PyTorch/TensorFlow y GPUs","Álgebra y aprendizaje introductorio son puntos de partida. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Cálculo, optimización, redes neuronales, PyTorch/TensorFlow y GPUs. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.","Entrenamiento reproducible con curvas, regularización y diagnóstico",P2;ML;DS,https://cloud.google.com/learn/certification/machine-learning-engineer ; https://www.onetonline.org/link/summary/15-2051.00,DSO190: 34-35; DSO060: 32-33; DSO050: 32; DSO130: 45-46,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R118,Ingeniería de datos e inteligencia artificial,Ingeniero de visión por computadora,Computer Vision Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO190;DSO060;DSO130;DSO090,Ciencia de Datos Aplicada; Álgebra y Estadística; Programación Estructurada; Arquitectura de Hardware Computacional,"Clasificación, álgebra y programación son bases transferibles","Procesamiento de imágenes, geometría, redes visuales y datasets anotados","Clasificación, álgebra y programación son bases transferibles. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Procesamiento de imágenes, geometría, redes visuales y datasets anotados. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Modelo visual evaluado por clases y condiciones de captura,P2;ML;DS,https://cloud.google.com/learn/certification/machine-learning-engineer ; https://www.onetonline.org/link/summary/15-2051.00,DSO190: 34-35; DSO060: 32-33; DSO130: 45-46; DSO090: 36-37,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R146,"Redes, cloud y DevOps",Ingeniero de VoIP y comunicaciones unificadas,VoIP Engineer; Unified Communications Engineer,Especialización,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,3,26.25,100,DSO220;DSO210,Redes y Sistemas Distribuidos; Sistemas Operativos Aplicados,"IP, redes y servicios aportan fundamentos de transporte","SIP/RTP, telefonía, calidad de voz, SBC y plataforma UC","IP, redes y servicios aportan fundamentos de transporte. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: SIP/RTP, telefonía, calidad de voz, SBC y plataforma UC. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Laboratorio de llamadas con diagnóstico de señalización y audio,P2;NET;SYS,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccna.html ; https://www.onetonline.org/link/summary/15-1244.00,DSO220: 42-43; DSO210: 40-42,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R226,Sistemas especializados y ocupaciones digitales adyacentes,Artista técnico de videojuegos,Technical Artist,Ocupación adyacente,Inicial,25,Base inicial; formación adicional amplia,No se considera preparación suficiente para incorporarse sólo con el plan,2,1,0,0,2,23.75,100,DSO250;DSO200;DSO090,Programación Orientada a Objetos; Diseño de Software; Arquitectura de Hardware Computacional,Programación e interfaces ofrecen base técnica distante,"Pipeline artístico, modelado, materiales, shaders, rigging y herramientas DCC","Programación e interfaces ofrecen base técnica distante. La valoración de tareas es 1/4 y la de herramientas 0/4 porque resta: Pipeline artístico, modelado, materiales, shaders, rigging y herramientas DCC. Preparación operativa: 0/4; la práctica específica no está acreditada para este perfil.",Herramienta o material integrado al pipeline de un motor,P2;ART;GAME,https://www.onetonline.org/link/summary/27-1014.00 ; https://www.onetonline.org/link/summary/15-1255.01,DSO250: 46; DSO200: 35-36; DSO090: 36-37,Baja: transferencia indirecta o especialidad no desarrollada,No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
